Descipline,Slug_Game,Event,Gender,Medal,Participant_Type,Full_Name,Country,Country_Code
Athletics,atlanta-1996,200m women,Women,GOLD,Athlete,Marie-Jose PEREC,France,FRA
Athletics,atlanta-1996,200m women,Women,SILVER,Athlete,Merlene OTTEY-PAGE,Jamaica,JAM
Athletics,atlanta-1996,200m women,Women,BRONZE,Athlete,Mary ONYALI-OMAGBEMI,Nigeria,NGR
Athletics,atlanta-1996,heptathlon women,Women,GOLD,Athlete,Ghada SHOUAA,Syrian Arab Republic,SYR
Athletics,atlanta-1996,heptathlon women,Women,SILVER,Athlete,Natalya SAZANOVICH,Belarus,BLR
Athletics,atlanta-1996,heptathlon women,Women,BRONZE,Athlete,Denise LEWIS,Great Britain,GBR
Athletics,atlanta-1996,100m women,Women,GOLD,Athlete,Yolanda Gail DEVERS-ROBERTS,United States of America,USA
Athletics,atlanta-1996,100m women,Women,SILVER,Athlete,Merlene OTTEY-PAGE,Jamaica,JAM
Athletics,atlanta-1996,100m women,Women,BRONZE,Athlete,Gwen TORRENCE,United States of America,USA
Athletics,atlanta-1996,100m hurdles women,Women,GOLD,Athlete,Ludmila ENGQUIST,Sweden,SWE
Athletics,atlanta-1996,100m hurdles women,Women,SILVER,Athlete,Brigitta BUKOVEC,Slovenia,SLO
Athletics,atlanta-1996,100m hurdles women,Women,BRONZE,Athlete,Patricia GIRARD,France,FRA
Athletics,atlanta-1996,high jump men,Men,GOLD,Athlete,Charles AUSTIN,United States of America,USA
Athletics,atlanta-1996,high jump men,Men,SILVER,Athlete,Artur PARTYKA,Poland,POL
Athletics,atlanta-1996,high jump men,Men,BRONZE,Athlete,Stephen James SMITH,Great Britain,GBR
Athletics,atlanta-1996,3000m steeplechase men,Men,GOLD,Athlete,Joseph KETER,Kenya,KEN
Athletics,atlanta-1996,3000m steeplechase men,Men,SILVER,Athlete,Moses KIPTANUI,Kenya,KEN
Athletics,atlanta-1996,3000m steeplechase men,Men,BRONZE,Athlete,Alessandro LAMBRUSCHINI,Italy,ITA
Athletics,atlanta-1996,4x400m relay women,Women,GOLD,GameTeam,,United States of America,USA
Athletics,atlanta-1996,4x400m relay women,Women,SILVER,GameTeam,,Nigeria,NGR
Athletics,atlanta-1996,4x400m relay women,Women,BRONZE,GameTeam,,Germany,GER
Athletics,atlanta-1996,800m women,Women,GOLD,Athlete,Svetlana MASTERKOVA,Russian Federation,RUS
Athletics,atlanta-1996,800m women,Women,SILVER,Athlete,Ana Fidelia QUIROT,Cuba,CUB
Athletics,atlanta-1996,800m women,Women,BRONZE,Athlete,Maria MUTOLA,Mozambique,MOZ
Athletics,atlanta-1996,triple jump men,Men,GOLD,Athlete,Kenny HARRISON,United States of America,USA
Athletics,atlanta-1996,triple jump men,Men,SILVER,Athlete,Jonathan David EDWARDS,Great Britain,GBR
Athletics,atlanta-1996,triple jump men,Men,BRONZE,Athlete,Yoelbi QUESADA,Cuba,CUB
Athletics,atlanta-1996,high jump women,Women,GOLD,Athlete,Stefka KOSTADINOVA,Bulgaria,BUL
Athletics,atlanta-1996,high jump women,Women,SILVER,Athlete,Niki BAKOGIANNI,Greece,GRE
Athletics,atlanta-1996,high jump women,Women,BRONZE,Athlete,Inha BABAKOVA,Ukraine,UKR
Athletics,atlanta-1996,marathon men,Men,GOLD,Athlete,Josia THUGWANE,South Africa,RSA
Athletics,atlanta-1996,marathon men,Men,SILVER,Athlete,Bong-Ju LEE,Republic of Korea,KOR
Athletics,atlanta-1996,marathon men,Men,BRONZE,Athlete,Erick WAINAINA,Kenya,KEN
Athletics,atlanta-1996,long jump women,Women,GOLD,Athlete,Chioma AJUNWA,Nigeria,NGR
Athletics,atlanta-1996,long jump women,Women,SILVER,Athlete,Fiona MAY,Italy,ITA
Athletics,atlanta-1996,long jump women,Women,BRONZE,Athlete,Jackie JOYNER-KERSEE,United States of America,USA
Athletics,atlanta-1996,20km walk men,Men,GOLD,Athlete,Jefferson PEREZ,Ecuador,ECU
Athletics,atlanta-1996,20km walk men,Men,SILVER,Athlete,Ilya MARKOV,Russian Federation,RUS
Athletics,atlanta-1996,20km walk men,Men,BRONZE,Athlete,Bernardo SEGURA,Mexico,MEX
Athletics,atlanta-1996,marathon women,Women,GOLD,Athlete,Fatuma ROBA,Ethiopia,ETH
Athletics,atlanta-1996,marathon women,Women,SILVER,Athlete,Valentina YEGOROVA,Russian Federation,RUS
Athletics,atlanta-1996,marathon women,Women,BRONZE,Athlete,Yuko ARIMORI,Japan,JPN
Athletics,atlanta-1996,shot put women,Women,GOLD,Athlete,Astrid KUMBERNUSS,Germany,GER
Athletics,atlanta-1996,shot put women,Women,SILVER,Athlete,Xinmei SUI,People's Republic of China,CHN
Athletics,atlanta-1996,shot put women,Women,BRONZE,Athlete,Irina KHUDOROSHKINA,Russian Federation,RUS
Athletics,atlanta-1996,shot put men,Men,GOLD,Athlete,Eric Randolph BARNES,United States of America,USA
Athletics,atlanta-1996,shot put men,Men,SILVER,Athlete,John GODINA,United States of America,USA
Athletics,atlanta-1996,shot put men,Men,BRONZE,Athlete,Oleksandr BAGACH,Ukraine,UKR
Athletics,atlanta-1996,400m men,Men,GOLD,Athlete,Michael JOHNSON,United States of America,USA
Athletics,atlanta-1996,400m men,Men,SILVER,Athlete,Roger BLACK,Great Britain,GBR
Athletics,atlanta-1996,400m men,Men,BRONZE,Athlete,Davis KAMOGA,Uganda,UGA
Athletics,atlanta-1996,4x100m relay men,Men,GOLD,GameTeam,,Canada,CAN
Athletics,atlanta-1996,4x100m relay men,Men,SILVER,GameTeam,,United States of America,USA
Athletics,atlanta-1996,4x100m relay men,Men,BRONZE,GameTeam,,Brazil,BRA
Athletics,atlanta-1996,200m men,Men,GOLD,Athlete,Michael JOHNSON,United States of America,USA
Athletics,atlanta-1996,200m men,Men,SILVER,Athlete,Frank FREDERICKS,Namibia,NAM
Athletics,atlanta-1996,200m men,Men,BRONZE,Athlete,Ato BOLDON,Trinidad and Tobago,TTO
Athletics,atlanta-1996,javelin throw women,Women,GOLD,Athlete,Heli Orvokki RANTANEN,Finland,FIN
Athletics,atlanta-1996,javelin throw women,Women,SILVER,Athlete,Louise MCPAUL,Australia,AUS
Athletics,atlanta-1996,javelin throw women,Women,BRONZE,Athlete,Trine HATTESTAD,Norway,NOR
Athletics,atlanta-1996,hammer throw men,Men,GOLD,Athlete,Balazs KISS,Hungary,HUN
Athletics,atlanta-1996,hammer throw men,Men,SILVER,Athlete,Lance Earl DEAL,United States of America,USA
Athletics,atlanta-1996,hammer throw men,Men,BRONZE,Athlete,Oleksandr KRYKUN,Ukraine,UKR
Athletics,atlanta-1996,long jump men,Men,GOLD,Athlete,Carl LEWIS,United States of America,USA
Athletics,atlanta-1996,long jump men,Men,SILVER,Athlete,James BECKFORD,Jamaica,JAM
Athletics,atlanta-1996,long jump men,Men,BRONZE,Athlete,Joe GREENE,United States of America,USA
Athletics,atlanta-1996,4x400m relay men,Men,GOLD,GameTeam,,United States of America,USA
Athletics,atlanta-1996,4x400m relay men,Men,SILVER,GameTeam,,Great Britain,GBR
Athletics,atlanta-1996,4x400m relay men,Men,BRONZE,GameTeam,,Jamaica,JAM
Athletics,atlanta-1996,400m women,Women,GOLD,Athlete,Marie-Jose PEREC,France,FRA
Athletics,atlanta-1996,400m women,Women,SILVER,Athlete,Cathy FREEMAN,Australia,AUS
Athletics,atlanta-1996,400m women,Women,BRONZE,Athlete,Falilat OGUNKOYA,Nigeria,NGR
Athletics,atlanta-1996,5000m men,Men,GOLD,Athlete,Venuste NIYONGABO,Burundi,BDI
Athletics,atlanta-1996,5000m men,Men,SILVER,Athlete,Paul BITOK,Kenya,KEN
Athletics,atlanta-1996,5000m men,Men,BRONZE,Athlete,Khalid BOULAMI,Morocco,MAR
Athletics,atlanta-1996,50km walk men,Men,GOLD,Athlete,Robert KORZENIOWSKI,Poland,POL
Athletics,atlanta-1996,50km walk men,Men,SILVER,Athlete,Mikhail SHCHENNIKOV,Russian Federation,RUS
Athletics,atlanta-1996,50km walk men,Men,BRONZE,Athlete,Valentin MASSANA,Spain,ESP
Athletics,atlanta-1996,triple jump women,Women,GOLD,Athlete,Inessa KRAVETS,Ukraine,UKR
Athletics,atlanta-1996,triple jump women,Women,SILVER,Athlete,Inna LASOVSKAYA,Russian Federation,RUS
Athletics,atlanta-1996,triple jump women,Women,BRONZE,Athlete,Sarka KASPARKOVA,Czech Republic,CZE
Swimming,atlanta-1996,4x100m medley relay women,Women,GOLD,GameTeam,,United States of America,USA
Swimming,atlanta-1996,4x100m medley relay women,Women,SILVER,GameTeam,,Australia,AUS
Swimming,atlanta-1996,4x100m medley relay women,Women,BRONZE,GameTeam,,People's Republic of China,CHN
Swimming,atlanta-1996,100m backstroke men,Men,GOLD,Athlete,Jeff Norman ROUSE,United States of America,USA
Swimming,atlanta-1996,100m backstroke men,Men,SILVER,Athlete,Rodolfo FALCON CABRERA,Cuba,CUB
Swimming,atlanta-1996,100m backstroke men,Men,BRONZE,Athlete,Neisser BENT,Cuba,CUB
Swimming,atlanta-1996,400m individual medley women,Women,GOLD,Athlete,Michelle Marie SMITH,Ireland,IRL
Swimming,atlanta-1996,400m individual medley women,Women,SILVER,Athlete,Allison WAGNER,United States of America,USA
Swimming,atlanta-1996,400m individual medley women,Women,BRONZE,Athlete,Krisztina EGERSZEGI,Hungary,HUN
Swimming,atlanta-1996,200m backstroke men,Men,GOLD,Athlete,Brad BRIDGEWATER,United States of America,USA
Swimming,atlanta-1996,200m backstroke men,Men,SILVER,Athlete,Tripp SCHWENK,United States of America,USA
Swimming,atlanta-1996,200m backstroke men,Men,BRONZE,Athlete,Emanuele MERISI,Italy,ITA
Swimming,atlanta-1996,4x200m freestyle relay women,Women,GOLD,GameTeam,,United States of America,USA
Swimming,atlanta-1996,4x200m freestyle relay women,Women,SILVER,GameTeam,,Germany,GER
Swimming,atlanta-1996,4x200m freestyle relay women,Women,BRONZE,GameTeam,,Australia,AUS
Swimming,atlanta-1996,200m freestyle men,Men,GOLD,Athlete,Danyon Joseph LOADER,New Zealand,NZL
Swimming,atlanta-1996,200m freestyle men,Men,SILVER,Athlete,Gustavo BORGES,Brazil,BRA
Swimming,atlanta-1996,200m freestyle men,Men,BRONZE,Athlete,Daniel KOWALSKI,Australia,AUS
Swimming,atlanta-1996,400m individual medley men,Men,GOLD,Athlete,Tom DOLAN,United States of America,USA
Swimming,atlanta-1996,400m individual medley men,Men,SILVER,Athlete,Eric NAMESNIK,United States of America,USA
Swimming,atlanta-1996,400m individual medley men,Men,BRONZE,Athlete,Curtis Allen MYDEN,Canada,CAN
Swimming,atlanta-1996,200m individual medley men,Men,GOLD,Athlete,Attila CZENE,Hungary,HUN
Swimming,atlanta-1996,200m individual medley men,Men,SILVER,Athlete,Jani SIEVINEN,Finland,FIN
Swimming,atlanta-1996,200m individual medley men,Men,BRONZE,Athlete,Curtis Allen MYDEN,Canada,CAN
Swimming,atlanta-1996,100m freestyle men,Men,GOLD,Athlete,Alexander POPOV,Russian Federation,RUS
Swimming,atlanta-1996,100m freestyle men,Men,SILVER,Athlete,"Gary Hall, Jr.",United States of America,USA
Swimming,atlanta-1996,100m freestyle men,Men,BRONZE,Athlete,Gustavo BORGES,Brazil,BRA
Swimming,atlanta-1996,200m breaststroke women,Women,GOLD,Athlete,Penelope HEYNS,South Africa,RSA
Swimming,atlanta-1996,200m breaststroke women,Women,SILVER,Athlete,Amanda BEARD,United States of America,USA
Swimming,atlanta-1996,200m breaststroke women,Women,BRONZE,Athlete,Agnes KOVACS,Hungary,HUN
Swimming,atlanta-1996,100m butterfly men,Men,GOLD,Athlete,Denis PANKRATOV,Russian Federation,RUS
Swimming,atlanta-1996,100m butterfly men,Men,SILVER,Athlete,Scott MILLER,Australia,AUS
Swimming,atlanta-1996,100m butterfly men,Men,BRONZE,Athlete,Vladislav KULIKOV,Russian Federation,RUS
Swimming,atlanta-1996,4x100m freestyle relay men,Men,GOLD,GameTeam,,United States of America,USA
Swimming,atlanta-1996,4x100m freestyle relay men,Men,SILVER,GameTeam,,Russian Federation,RUS
Swimming,atlanta-1996,4x100m freestyle relay men,Men,BRONZE,GameTeam,,Germany,GER
Swimming,atlanta-1996,4x100m freestyle relay women,Women,GOLD,GameTeam,,United States of America,USA
Swimming,atlanta-1996,4x100m freestyle relay women,Women,SILVER,GameTeam,,People's Republic of China,CHN
Swimming,atlanta-1996,4x100m freestyle relay women,Women,BRONZE,GameTeam,,Germany,GER
Swimming,atlanta-1996,200m butterfly men,Men,GOLD,Athlete,Denis PANKRATOV,Russian Federation,RUS
Swimming,atlanta-1996,200m butterfly men,Men,SILVER,Athlete,Tom MALCHOW,United States of America,USA
Swimming,atlanta-1996,200m butterfly men,Men,BRONZE,Athlete,Scott GOODMAN,Australia,AUS
Swimming,atlanta-1996,100m butterfly women,Women,GOLD,Athlete,Amy VAN DYKEN,United States of America,USA
Swimming,atlanta-1996,100m butterfly women,Women,SILVER,Athlete,Limin LIU,People's Republic of China,CHN
Swimming,atlanta-1996,100m butterfly women,Women,BRONZE,Athlete,Angel MARTINO,United States of America,USA
Swimming,atlanta-1996,4x200m freestyle relay men,Men,GOLD,GameTeam,,United States of America,USA
Swimming,atlanta-1996,4x200m freestyle relay men,Men,SILVER,GameTeam,,Sweden,SWE
Swimming,atlanta-1996,4x200m freestyle relay men,Men,BRONZE,GameTeam,,Germany,GER
Swimming,atlanta-1996,4x100m medley relay men,Men,GOLD,GameTeam,,United States of America,USA
Swimming,atlanta-1996,4x100m medley relay men,Men,SILVER,GameTeam,,Russian Federation,RUS
Swimming,atlanta-1996,4x100m medley relay men,Men,BRONZE,GameTeam,,Australia,AUS
Swimming,atlanta-1996,200m backstroke women,Women,GOLD,Athlete,Krisztina EGERSZEGI,Hungary,HUN
Swimming,atlanta-1996,200m backstroke women,Women,SILVER,Athlete,Whitney L. HEDGEPETH,United States of America,USA
Swimming,atlanta-1996,200m backstroke women,Women,BRONZE,Athlete,Cathleen RUND,Germany,GER
Swimming,atlanta-1996,100m freestyle women,Women,GOLD,Athlete,Jingyi LE,People's Republic of China,CHN
Swimming,atlanta-1996,100m freestyle women,Women,SILVER,Athlete,Sandra VOELKER,Germany,GER
Swimming,atlanta-1996,100m freestyle women,Women,BRONZE,Athlete,Angel MARTINO,United States of America,USA
Swimming,atlanta-1996,200m butterfly women,Women,GOLD,Athlete,Susan O'NEILL,Australia,AUS
Swimming,atlanta-1996,200m butterfly women,Women,SILVER,Athlete,Petria THOMAS,Australia,AUS
Swimming,atlanta-1996,200m butterfly women,Women,BRONZE,Athlete,Michelle Marie SMITH,Ireland,IRL
Swimming,atlanta-1996,400m freestyle men,Men,GOLD,Athlete,Danyon Joseph LOADER,New Zealand,NZL
Swimming,atlanta-1996,400m freestyle men,Men,SILVER,Athlete,Paul Rory PALMER,Great Britain,GBR
Swimming,atlanta-1996,400m freestyle men,Men,BRONZE,Athlete,Daniel KOWALSKI,Australia,AUS
Swimming,atlanta-1996,100m breaststroke men,Men,GOLD,Athlete,Frederik DEBURGHGRAEVE,Belgium,BEL
Swimming,atlanta-1996,100m breaststroke men,Men,SILVER,Athlete,Jeremy LINN,United States of America,USA
Swimming,atlanta-1996,100m breaststroke men,Men,BRONZE,Athlete,Mark WARNECKE,Germany,GER
Swimming,atlanta-1996,200m breaststroke men,Men,GOLD,Athlete,Norbert ROZSA,Hungary,HUN
Swimming,atlanta-1996,200m breaststroke men,Men,SILVER,Athlete,Karoly GUTTLER,Hungary,HUN
Swimming,atlanta-1996,200m breaststroke men,Men,BRONZE,Athlete,Andrey KORNEYEV,Russian Federation,RUS
Swimming,atlanta-1996,100m breaststroke women,Women,GOLD,Athlete,Penelope HEYNS,South Africa,RSA
Swimming,atlanta-1996,100m breaststroke women,Women,SILVER,Athlete,Amanda BEARD,United States of America,USA
Swimming,atlanta-1996,100m breaststroke women,Women,BRONZE,Athlete,Samantha Linette RILEY,Australia,AUS
Swimming,atlanta-1996,200m freestyle women,Women,GOLD,Athlete,Claudia POLL AHRENS,Costa Rica,CRC
Swimming,atlanta-1996,200m freestyle women,Women,SILVER,Athlete,Franziska VAN ALMSICK,Germany,GER
Swimming,atlanta-1996,200m freestyle women,Women,BRONZE,Athlete,Dagmar HASE,Germany,GER
Swimming,atlanta-1996,200m individual medley women,Women,GOLD,Athlete,Michelle Marie SMITH,Ireland,IRL
Swimming,atlanta-1996,200m individual medley women,Women,SILVER,Athlete,Marianne Luise LIMPERT,Canada,CAN
Swimming,atlanta-1996,200m individual medley women,Women,BRONZE,Athlete,Li LIN,People's Republic of China,CHN
Swimming,atlanta-1996,100m backstroke women,Women,GOLD,Athlete,Beth BOTSFORD,United States of America,USA
Swimming,atlanta-1996,100m backstroke women,Women,SILVER,Athlete,Whitney L. HEDGEPETH,United States of America,USA
Swimming,atlanta-1996,100m backstroke women,Women,BRONZE,Athlete,Marianne KRIEL,South Africa,RSA
Swimming,atlanta-1996,50m freestyle women,Women,GOLD,Athlete,Amy VAN DYKEN,United States of America,USA
Swimming,atlanta-1996,50m freestyle women,Women,SILVER,Athlete,Jingyi LE,People's Republic of China,CHN
Swimming,atlanta-1996,50m freestyle women,Women,BRONZE,Athlete,Sandra VOELKER,Germany,GER
Swimming,atlanta-1996,1500m freestyle men,Men,GOLD,Athlete,Kieren John PERKINS,Australia,AUS
Swimming,atlanta-1996,1500m freestyle men,Men,SILVER,Athlete,Daniel KOWALSKI,Australia,AUS
Swimming,atlanta-1996,1500m freestyle men,Men,BRONZE,Athlete,Graeme SMITH,Great Britain,GBR
Swimming,atlanta-1996,800m freestyle women,Women,GOLD,Athlete,Brooke BENNETT,United States of America,USA
Swimming,atlanta-1996,800m freestyle women,Women,SILVER,Athlete,Dagmar HASE,Germany,GER
Swimming,atlanta-1996,800m freestyle women,Women,BRONZE,Athlete,Kirsten VLIEGHUIS,Netherlands,NED
Swimming,atlanta-1996,50m freestyle men,Men,GOLD,Athlete,Alexander POPOV,Russian Federation,RUS
Swimming,atlanta-1996,50m freestyle men,Men,SILVER,Athlete,"Gary Hall, Jr.",United States of America,USA
Swimming,atlanta-1996,50m freestyle men,Men,BRONZE,Athlete,Fernando SCHERER,Brazil,BRA
Swimming,atlanta-1996,400m freestyle women,Women,GOLD,Athlete,Michelle Marie SMITH,Ireland,IRL
Swimming,atlanta-1996,400m freestyle women,Women,SILVER,Athlete,Dagmar HASE,Germany,GER
Swimming,atlanta-1996,400m freestyle women,Women,BRONZE,Athlete,Kirsten VLIEGHUIS,Netherlands,NED
Handball,atlanta-1996,handball men,Men,GOLD,GameTeam,,Croatia,CRO
Handball,atlanta-1996,handball men,Men,SILVER,GameTeam,,Sweden,SWE
Handball,atlanta-1996,handball men,Men,BRONZE,GameTeam,,Spain,ESP
Handball,atlanta-1996,handball women,Women,GOLD,GameTeam,,Denmark,DEN
Handball,atlanta-1996,handball women,Women,SILVER,GameTeam,,Republic of Korea,KOR
Handball,atlanta-1996,handball women,Women,BRONZE,GameTeam,,Hungary,HUN
Shooting,atlanta-1996,50m rifle prone 60 shots men,Men,GOLD,Athlete,Christian KLEES,Germany,GER
Shooting,atlanta-1996,50m rifle prone 60 shots men,Men,SILVER,Athlete,Sergey BELIAEV,Kazakhstan,KAZ
Shooting,atlanta-1996,50m rifle prone 60 shots men,Men,BRONZE,Athlete,Jozef GONCI,Slovakia,SVK
Shooting,atlanta-1996,50m pistol 60 shots men,Men,GOLD,Athlete,Boris KOKOREV,Russian Federation,RUS
Shooting,atlanta-1996,50m pistol 60 shots men,Men,SILVER,Athlete,Igor BASINSKI,Belarus,BLR
Shooting,atlanta-1996,50m pistol 60 shots men,Men,BRONZE,Athlete,Roberto DI DONNA,Italy,ITA
Shooting,atlanta-1996,trap 125 targets men,Men,GOLD,Athlete,Michael DIAMOND,Australia,AUS
Shooting,atlanta-1996,trap 125 targets men,Men,SILVER,Athlete,Josh LAKATOS,United States of America,USA
Shooting,atlanta-1996,trap 125 targets men,Men,BRONZE,Athlete,Lance BADE,United States of America,USA
Shooting,atlanta-1996,10m air rifle 60 shots men,Men,GOLD,Athlete,Artem KHADZHIBEKOV,Russian Federation,RUS
Shooting,atlanta-1996,10m air rifle 60 shots men,Men,SILVER,Athlete,Wolfram Jun. WAIBEL,Austria,AUT
Shooting,atlanta-1996,10m air rifle 60 shots men,Men,BRONZE,Athlete,Jean Pierre AMAT,France,FRA
Shooting,atlanta-1996,10m air pistol 60 shots men,Men,GOLD,Athlete,Roberto DI DONNA,Italy,ITA
Shooting,atlanta-1996,10m air pistol 60 shots men,Men,SILVER,Athlete,Yifu WANG,People's Republic of China,CHN
Shooting,atlanta-1996,10m air pistol 60 shots men,Men,BRONZE,Athlete,Tanyu KIRIAKOV,Bulgaria,BUL
Shooting,atlanta-1996,50m running target 3030 shot men,Men,GOLD,Athlete,Ling YANG,People's Republic of China,CHN
Shooting,atlanta-1996,50m running target 3030 shot men,Men,SILVER,Athlete,Jun XIAO,People's Republic of China,CHN
Shooting,atlanta-1996,50m running target 3030 shot men,Men,BRONZE,Athlete,Miroslav JANUS,Czech Republic,CZE
Shooting,atlanta-1996,skeet (125 targets) men,Men,GOLD,Athlete,Ennio FALCO,Italy,ITA
Shooting,atlanta-1996,skeet (125 targets) men,Men,SILVER,Athlete,Miroslaw RZEPKOWSKI,Poland,POL
Shooting,atlanta-1996,skeet (125 targets) men,Men,BRONZE,Athlete,Andrea BENELLI,Italy,ITA
Shooting,atlanta-1996,10m air pistol 40 shots women,Women,GOLD,Athlete,Olga KOUSNETSOVA,Russian Federation,RUS
Shooting,atlanta-1996,10m air pistol 40 shots women,Women,SILVER,Athlete,Marina DOBRANCHEVA,Russian Federation,RUS
Shooting,atlanta-1996,10m air pistol 40 shots women,Women,BRONZE,Athlete,Mariya Grozdeva,Bulgaria,BUL
Shooting,atlanta-1996,25m rapid fire pistol 60 shots men,Men,GOLD,Athlete,Ralf SCHUMANN,Germany,GER
Shooting,atlanta-1996,25m rapid fire pistol 60 shots men,Men,SILVER,Athlete,Emil MILEV,Bulgaria,BUL
Shooting,atlanta-1996,25m rapid fire pistol 60 shots men,Men,BRONZE,Athlete,Vladimir Vokhmyanin,Kazakhstan,KAZ
Shooting,atlanta-1996,50m rifle 3 positions 3x20 shots women,Women,GOLD,Athlete,Aleksandra IVOSEV,Serbia and Montenegro,SCG
Shooting,atlanta-1996,50m rifle 3 positions 3x20 shots women,Women,SILVER,Athlete,Irina GERASIMENOK,Russian Federation,RUS
Shooting,atlanta-1996,50m rifle 3 positions 3x20 shots women,Women,BRONZE,Athlete,Renata MAUER-ROZANSKA,Poland,POL
Shooting,atlanta-1996,double trap 150 targets men,Men,GOLD,Athlete,Russell MARK,Australia,AUS
Shooting,atlanta-1996,double trap 150 targets men,Men,SILVER,Athlete,Albano PERA,Italy,ITA
Shooting,atlanta-1996,double trap 150 targets men,Men,BRONZE,Athlete,Bing ZHANG,People's Republic of China,CHN
Shooting,atlanta-1996,25m pistol 3030 shots women,Women,GOLD,Athlete,Duihong LI,People's Republic of China,CHN
Shooting,atlanta-1996,25m pistol 3030 shots women,Women,SILVER,Athlete,Diana IORGOVA,Bulgaria,BUL
Shooting,atlanta-1996,25m pistol 3030 shots women,Women,BRONZE,Athlete,Marina DOBRANCHEVA,Russian Federation,RUS
Shooting,atlanta-1996,10m air rifle 40 shots women,Women,GOLD,Athlete,Renata MAUER-ROZANSKA,Poland,POL
Shooting,atlanta-1996,10m air rifle 40 shots women,Women,SILVER,Athlete,Petra HORNEBER,Germany,GER
Shooting,atlanta-1996,10m air rifle 40 shots women,Women,BRONZE,Athlete,Aleksandra IVOSEV,Serbia and Montenegro,SCG
Shooting,atlanta-1996,50m rifle 3 positions 3x40 shots men,Men,GOLD,Athlete,Jean Pierre AMAT,France,FRA
Shooting,atlanta-1996,50m rifle 3 positions 3x40 shots men,Men,SILVER,Athlete,Sergey BELIAEV,Kazakhstan,KAZ
Shooting,atlanta-1996,50m rifle 3 positions 3x40 shots men,Men,BRONZE,Athlete,Wolfram Jun. WAIBEL,Austria,AUT
Shooting,atlanta-1996,double trap 120 targets women,Women,GOLD,Athlete,Kimberly RHODE,United States of America,USA
Shooting,atlanta-1996,double trap 120 targets women,Women,SILVER,Athlete,Susanne KIERMAYER,Germany,GER
Shooting,atlanta-1996,double trap 120 targets women,Women,BRONZE,Athlete,Deserie HUDDLESTON,Australia,AUS
Equestrian Jumping,atlanta-1996,individual mixed,Open,GOLD,Athlete,Ulrich KIRCHHOFF,Germany,GER
Equestrian Jumping,atlanta-1996,individual mixed,Open,SILVER,Athlete,Wilhelm MELLIGER,Switzerland,SUI
Equestrian Jumping,atlanta-1996,individual mixed,Open,BRONZE,Athlete,Alexandra LEDERMANN,France,FRA
Equestrian Jumping,atlanta-1996,team mixed,Open,GOLD,GameTeam,,Germany,GER
Equestrian Jumping,atlanta-1996,team mixed,Open,SILVER,GameTeam,,United States of America,USA
Equestrian Jumping,atlanta-1996,team mixed,Open,BRONZE,GameTeam,,Brazil,BRA
Hockey,atlanta-1996,hockey men,Men,GOLD,GameTeam,,Netherlands,NED
Hockey,atlanta-1996,hockey men,Men,SILVER,GameTeam,,Spain,ESP
Hockey,atlanta-1996,hockey men,Men,BRONZE,GameTeam,,Australia,AUS
Hockey,atlanta-1996,hockey women,Women,GOLD,GameTeam,,Australia,AUS
Hockey,atlanta-1996,hockey women,Women,SILVER,GameTeam,,Republic of Korea,KOR
Hockey,atlanta-1996,hockey women,Women,BRONZE,GameTeam,,Netherlands,NED
Tennis,atlanta-1996,doubles men,Men,GOLD,GameTeam,Todd WOODBRIDGE,Australia,AUS
Tennis,atlanta-1996,doubles men,Men,GOLD,GameTeam,Mark WOODFORDE,Australia,AUS
Tennis,atlanta-1996,doubles men,Men,SILVER,GameTeam,Neil BROAD,Great Britain,GBR
Tennis,atlanta-1996,doubles men,Men,SILVER,GameTeam,Tim HENMAN,Great Britain,GBR
Tennis,atlanta-1996,doubles men,Men,BRONZE,GameTeam,Marc-Kevin GOELLNER,Germany,GER
Tennis,atlanta-1996,doubles men,Men,BRONZE,GameTeam,David PRINOSIL,Germany,GER
Tennis,atlanta-1996,doubles women,Women,GOLD,GameTeam,Gigi FERNANDEZ,United States of America,USA
Tennis,atlanta-1996,doubles women,Women,GOLD,GameTeam,Mary Joe FERNANDEZ,United States of America,USA
Tennis,atlanta-1996,doubles women,Women,SILVER,GameTeam,Jana NOVOTNA,Czech Republic,CZE
Tennis,atlanta-1996,doubles women,Women,SILVER,GameTeam,Helena SUKOVA,Czech Republic,CZE
Tennis,atlanta-1996,doubles women,Women,BRONZE,GameTeam,Conchita MARTINEZ,Spain,ESP
Tennis,atlanta-1996,doubles women,Women,BRONZE,GameTeam,Arantxa SANCHEZ-VICARIO,Spain,ESP
Tennis,atlanta-1996,Singles women,Women,GOLD,Athlete,Lindsay DAVENPORT,United States of America,USA
Tennis,atlanta-1996,Singles women,Women,SILVER,Athlete,Arantxa SANCHEZ-VICARIO,Spain,ESP
Tennis,atlanta-1996,Singles women,Women,BRONZE,Athlete,Jana NOVOTNA,Czech Republic,CZE
Tennis,atlanta-1996,Singles men,Men,GOLD,Athlete,Andre AGASSI,United States of America,USA
Tennis,atlanta-1996,Singles men,Men,SILVER,Athlete,Sergi BRUGUERA,Spain,ESP
Tennis,atlanta-1996,Singles men,Men,BRONZE,Athlete,Leander PAES,India,IND
Equestrian Dressage,atlanta-1996,team mixed,Open,GOLD,GameTeam,,Germany,GER
Equestrian Dressage,atlanta-1996,team mixed,Open,SILVER,GameTeam,,Netherlands,NED
Equestrian Dressage,atlanta-1996,team mixed,Open,BRONZE,GameTeam,,United States of America,USA
